city,country,housing,cost of living,startups,venture capital,travel connectivity,commute,business freedom,safety,healthcare,education,environmental quality,economy,taxation,internet access,leisure & culture,tolerance,outdoors,purchasing power index,climate index,lat,lng,iso3,population,mcmeal_combo,avg_monthly_net_salary,internet_60mbps,sun_jan,sun_feb,sun_mar,sun_apr,sun_may,sun_jun,sun_jul,sun_aug,sun_sep,sun_oct,sun_nov,sun_dec,sun_year,temp_jan,temp_feb,temp_mar,temp_apr,temp_may,temp_jun,temp_jul,temp_aug,temp_sep,temp_oct,temp_nov,temp_dec,temp_year,happy_decibel_level,happy_traffic_density,happy_green_space_area,happy_air_quality_index,happy_happiness_score,happy_cost_of_living_index,happy_healthcare_index,median_speed(mbps)
Manchester,United Kingdom,6.455500000000001,5.049000000000001,5.769500000000001,4.908,6.397500000000001,4.728,8.991999999999999,6.7725,8.518999999999998,5.652,4.363,5.438,5.9545,5.814,4.9750000000000005,6.6770000000000005,3.676,103.2,86.9,53.479,-2.2452,GBR,547627.0,7.38,2799.28,34.03,32.0,50.0,99.0,153.0,175.0,153.0,171.0,154.0,116.0,79.0,42.0,43.0,1265.0,,,,,,,,,,,,,,,,,,,,,102.5
Manila,Philippines,8.5955,8.751999999999999,4.805,3.547,2.6345,3.713,4.592333333333334,6.4345,4.297666666666667,0.0,1.683,5.006499999999999,4.303,4.608,7.584,5.503,4.8255,,,14.5958,120.9772,PHL,24922000.0,3.59,429.13,37.97,176.7,197.8,225.8,258.0,222.7,162.0,132.8,132.8,132.0,157.6,153.0,151.9,2103.1,"26.7
(80.1)","27.4
(81.3)","28.7
(83.7)","30.1
(86.2)","30.0
(86.0)","29.3
(84.7)","28.5
(83.3)","28.3
(82.9)","28.4
(83.1)","28.4
(83.1)","28.0
(82.4)","27.0
(80.6)","28.4
(83.1)",80.0,Very High,20.0,150.0,4.5,45.0,55.0,54.55
Marseille,France,7.5885,6.026000000000002,3.3095000000000003,2.843,5.950500000000001,5.86075,8.088333333333333,5.252,8.843666666666666,4.442,3.942,4.2045,2.648000000000001,5.5425,5.443000000000001,6.1735,5.1835,,,43.2964,5.37,FRA,877215.0,9.48,2596.01,31.76,150.0,156.0,215.0,245.0,293.0,326.0,366.0,327.0,254.0,205.0,156.0,143.0,2836.0,"8.4
(47.1)","8.9
(48.0)","11.6
(52.9)","13.8
(56.8)","17.9
(64.2)","21.3
(70.3)","24.5
(76.1)","24.1
(75.4)","20.7
(69.3)","16.9
(62.4)","11.8
(53.2)","9.3
(48.7)","15.8
(60.4)",,,,,,,,
Medellin,Colombia,9.2315,9.315,4.618,0.0,0.928,5.3545,6.348666666666665,7.477,6.790666666666666,1.531,6.17075,4.5945,1.8515000000000004,4.1485,5.029,9.302,3.662,34.7,99.8,6.2308,-75.5906,COL,2529403.0,4.83,342.66,22.22,175.5,149.0,154.2,127.9,138.9,173.0,203.2,191.6,153.4,132.9,136.4,156.2,1892.2,"22.4
(72.3)","22.7
(72.9)","22.7
(72.9)","22.4
(72.3)","22.6
(72.7)","22.9
(73.2)","23.1
(73.6)","23.1
(73.6)","22.4
(72.3)","21.8
(71.2)","21.8
(71.2)","21.9
(71.4)","22.5
(72.5)",,,,,,,,33.62
Melbourne,Australia,4.829999999999999,4.798000000000001,8.204,5.020000000000001,2.8465000000000003,4.872,9.399666666666668,7.1325,8.015999999999998,6.2204999999999995,7.891499999999999,6.0695000000000014,4.5885,5.896000000000001,6.461,7.0005,6.202999999999999,142.8,94.3,-37.8142,144.9631,AUS,5031195.0,9.68,4052.92,51.57,266.6,228.8,223.2,186.0,142.6,120.0,136.4,164.3,183.0,223.2,225.0,263.5,2362.6,"20.1
(68.2)","20.2
(68.4)","18.6
(65.5)","15.6
(60.1)","12.7
(54.9)","10.5
(50.9)","9.8
(49.6)","10.9
(51.6)","12.7
(54.9)","14.7
(58.5)","16.6
(61.9)","18.6
(65.5)","15.1
(59.2)",55.0,Low,60.0,45.0,7.9,115.0,90.0,111.47
Mexico City,Mexico,8.360000000000001,9.244,7.479999999999999,2.6340000000000003,2.87,3.806,5.760999999999998,5.464000000000001,6.379999999999999,1.713,2.5062500000000005,3.5005,4.333500000000001,5.8405000000000005,9.962,7.089,3.914,,,19.4333,-99.1333,MEX,21804000.0,6.7,718.92,26.67,240.0,234.0,268.0,232.0,225.0,183.0,176.0,176.0,157.0,194.0,232.0,236.0,2555.0,"14.6
(58.3)","15.9
(60.6)","18.1
(64.6)","19.6
(67.3)","20.0
(68.0)","19.4
(66.9)","18.2
(64.8)","18.3
(64.9)","18.0
(64.4)","17.1
(62.8)","16.3
(61.3)","15.0
(59.0)","17.5
(63.5)",70.0,Very High,35.0,90.0,5.2,65.0,60.0,31.53
Milan,Italy,5.194500000000001,4.801000000000001,5.190499999999999,3.286,6.683,5.5120000000000005,6.189666666666666,7.378000000000001,8.444666666666667,4.283,4.458,3.3625,2.4365,5.013999999999999,7.917000000000001,7.2195,5.641,60.4,88.1,45.4669,9.19,ITA,1354196.0,10.22,1897.64,29.7,59.0,96.0,152.0,177.0,211.0,243.0,285.0,251.0,186.0,130.0,66.0,59.0,1915.0,"2.5
(36.5)","4.7
(40.5)","9.0
(48.2)","12.2
(54.0)","17.0
(62.6)","20.8
(69.4)","23.6
(74.5)","23.0
(73.4)","19.2
(66.6)","13.4
(56.1)","7.2
(45.0)","3.3
(37.9)","13.0
(55.4)",,,,,,,,82.19
Milwaukee,United States,6.1225,5.526,4.8305,2.005,1.5875,4.915000000000001,8.671,4.267,6.082333333333333,4.177,7.989000000000001,6.5145,4.204,4.346,6.8375,4.844,5.064000000000001,,,43.0642,-87.9675,USA,1290221.0,8.5,5043.75,62.08,140.2,151.5,185.4,213.5,275.5,304.5,321.1,281.2,215.1,178.0,112.8,104.8,2483.6,"−5.2
(22.6)","−3.2
(26.3)","1.9
(35.4)","7.8
(46.0)","13.3
(56.0)","19.2
(66.6)","22.3
(72.1)","21.7
(71.0)","17.4
(63.3)","10.9
(51.6)","4.1
(39.3)","−2.9
(26.8)","8.9
(48.1)",,,,,,,,
Minneapolis-Saint Paul,United States,4.738500000000001,5.042000000000001,6.5264999999999995,5.5230000000000015,3.544,4.924999999999999,8.671,5.085000000000001,6.680999999999999,5.2745,8.362,6.5145,4.062,6.258499999999999,6.8505,7.288,5.095999999999999,,,44.9635,-93.2678,USA,2906807.0,,,,156.7,178.3,217.5,242.1,295.2,321.9,350.5,307.2,233.2,181.0,112.8,114.3,2710.7,"−9.1
(15.6)","−6.2
(20.8)","0.4
(32.7)","8.6
(47.5)","15.1
(59.1)","20.4
(68.7)","23.2
(73.7)","21.7
(71.1)","16.7
(62.0)","9.4
(48.9)","0.9
(33.7)","−6.8
(19.7)","7.8
(46.1)",,,,,,,,
Minsk,Belarus,9.4955,9.289,4.3785,0.0,3.7664999999999993,5.365500000000001,5.596333333333332,9.038,5.5106666666666655,0.5,7.04825,3.204,5.926,4.863,6.949999999999999,7.4215,4.906000000000001,59.5,64.4,53.9006,27.5586,BLR,1992862.0,5.15,549.57,13.96,34.0,72.0,133.0,185.0,270.0,267.0,271.0,251.0,154.0,103.0,39.0,28.0,1807.0,"−4.5
(23.9)","−4.4
(24.1)","0.0
(32.0)","7.2
(45.0)","13.3
(55.9)","16.4
(61.5)","18.5
(65.3)","17.5
(63.5)","12.1
(53.8)","6.6
(43.9)","0.6
(33.1)","−3.4
(25.9)","6.7
(44.1)",,,,,,,,22.48
Monterrey,Mexico,,,,,,,,,,,,,,,,,,59.5,80.4,25.6844,-100.3181,MEX,5324281.0,6.7,973.79,27.35,142.0,154.0,195.0,193.0,192.0,206.0,249.0,242.0,200.0,170.0,163.0,133.0,2239.0,"14.4
(57.9)","16.6
(61.9)","20
(68)","23.4
(74.1)","26.2
(79.2)","27.9
(82.2)","28.6
(83.5)","28.5
(83.3)","26.2
(79.2)","22.4
(72.3)","18.4
(65.1)","15.1
(59.2)","22.3
(72.1)",,,,,,,,
Montevideo,Uruguay,8.183000000000002,6.197,2.863,2.205,1.183,5.288,7.943999999999997,5.9735000000000005,6.654999999999999,1.6900000000000002,4.545,4.416,4.8285,2.1785,4.9465,9.71,5.1785,63.3,98.0,-34.9056,-56.1842,URY,1719453.0,10.23,876.34,40.14,294.9,230.6,222.8,179.6,164.2,129.7,139.7,164.4,182.3,239.0,248.9,285.3,2481.4,"23.0
(73.4)","22.5
(72.5)","20.6
(69.1)","17.2
(63.0)","14.0
(57.2)","11.1
(52.0)","10.9
(51.6)","11.7
(53.1)","13.4
(56.1)","16.0
(60.8)","18.6
(65.5)","21.3
(70.3)","16.7
(62.1)",,,,,,,,100.61
Montreal,Canada,7.392000000000001,5.948,8.102500000000001,5.773000000000001,3.443,5.107,8.966,7.822,7.395,7.299000000000001,7.7215,5.8405000000000005,7.2745000000000015,4.478000000000001,6.9174999999999995,8.193,5.303,102.4,52.4,45.5089,-73.5617,CAN,3675219.0,9.63,2823.94,47.56,101.0,128.0,164.0,178.0,229.0,240.0,272.0,246.0,182.0,144.0,84.0,84.0,2051.0,"−9.7
(14.5)","−7.7
(18.1)","−2.0
(28.4)","6.4
(43.5)","13.4
(56.1)","18.6
(65.5)","21.2
(70.2)","20.1
(68.2)","15.5
(59.9)","8.5
(47.3)","2.1
(35.8)","−5.4
(22.3)","6.8
(44.2)",,,,,,,,122.46
Moscow,Russia,6.555000000000001,8.099,5.053,3.704999999999999,9.0545,4.546250000000001,5.386666666666667,7.478,4.763,4.5725,5.27475,3.148,6.017000000000001,6.571,8.875499999999999,3.4750000000000005,5.090000000000002,76.5,55.8,55.7506,37.6175,RUS,17332000.0,6.4,1452.41,8.3,37.0,65.0,142.0,213.0,274.0,299.0,323.0,242.0,171.0,88.0,33.0,14.0,1901.0,"−6.5
(20.3)","−6.7
(19.9)","−1.0
(30.2)","6.7
(44.1)","13.2
(55.8)","17.0
(62.6)","19.2
(66.6)","17.0
(62.6)","11.3
(52.3)","5.6
(42.1)","−1.2
(29.8)","−5.2
(22.6)","5.8
(42.4)",60.0,High,30.0,80.0,5.8,70.0,80.0,44.46
Mumbai,India,8.124,9.825,9.853000000000002,6.179,5.414,3.94,3.617999999999999,7.618500000000001,3.802333333333334,0.5275,2.0965,5.5565,3.4145,3.429,4.968499999999999,3.839,5.792000000000001,,,19.0761,72.8775,IND,24973000.0,3.68,640.81,9.33,269.5,257.6,274.3,283.7,296.2,148.6,73.4,75.9,165.1,240.2,245.8,253.2,2583.5,"23.7
(74.7)","24.5
(76.1)","26.8
(80.2)","28.4
(83.1)","29.9
(85.8)","29.2
(84.6)","27.6
(81.7)","27.2
(81.0)","27.3
(81.1)","28.3
(82.9)","27.2
(81.0)","25.2
(77.4)","27.1
(80.8)",80.0,Very High,15.0,80.0,4.5,70.0,60.0,74.74
Munich,Germany,4.23,4.648,6.915,6.509,8.056500000000002,6.013999999999999,9.072333333333331,9.049,8.370999999999999,7.554499999999999,9.018250000000002,5.373500000000001,3.9035,5.155000000000001,7.335999999999999,8.4745,7.331,111.7,76.0,48.1375,11.575,DEU,2606021.0,9.48,3467.43,37.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muscat,Oman,,,,,,,,,,,,,,,,,,98.1,67.2,23.6139,58.5922,OMN,1421409.0,6.49,1907.43,77.24,268.6,244.8,278.3,292.5,347.4,325.7,277.7,278.6,303.9,316.9,291.9,267.0,3493.3,"21
(70)","22
(72)","25
(77)","30
(86)","34
(93)","35
(95)","34
(93)","32
(90)","31
(88)","30
(86)","25
(77)","22
(72)","28
(82)",,,,,,,,100.79
Nairobi,Kenya,8.8505,8.431999999999999,6.026,4.600999999999999,2.3145,4.069,3.246333333333333,5.9719999999999995,3.5983333333333327,0.5,3.1987500000000004,4.376999999999999,5.084,1.889,2.67,2.5789999999999997,4.0495,,,-1.2864,36.8172,KEN,5545000.0,5.91,455.52,52.18,288.3,266.0,267.0,204.0,189.1,159.0,130.2,127.1,180.0,226.3,198.0,257.3,2492.3,"18.0
(64.4)","18.8
(65.8)","19.4
(66.9)","19.2
(66.6)","17.8
(64.0)","16.3
(61.3)","15.6
(60.1)","15.9
(60.6)","17.3
(63.1)","18.5
(65.3)","18.4
(65.1)","18.1
(64.6)","17.8
(64.0)",70.0,High,35.0,95.0,5.0,50.0,65.0,43.92
Nantes,France,7.7225,5.021,3.353,2.2300000000000004,4.989,5.997750000000001,8.088333333333333,7.6355,8.533333333333333,4.4045000000000005,7.323,4.2045,2.648000000000001,4.867,4.351000000000001,7.0555,2.6719999999999997,,,47.2181,-1.5528,FRA,325070.0,10.54,2272.58,33.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naples,Italy,8.215,5.81,2.0405,0.0,3.9410000000000007,4.70575,6.189666666666666,6.389500000000002,7.186333333333332,4.058000000000001,1.65625,3.3625,2.4365,5.314000000000001,6.045,6.7535,5.359,,,40.8358,14.2486,ITA,913462.0,8.43,1408.51,30.48,115.0,128.0,158.0,189.0,245.0,279.0,313.0,295.0,234.0,189.0,126.0,105.0,2375.0,"8.7
(47.7)","8.8
(47.8)","11.1
(52.0)","13.2
(55.8)","17.8
(64.0)","21.4
(70.5)","24.3
(75.7)","24.7
(76.5)","21.4
(70.5)","17.1
(62.8)","12.4
(54.3)","9.8
(49.6)","15.9
(60.6)",,,,,,,,
Nashville,United States,4.4545,5.742000000000001,6.0600000000000005,3.569,1.9080000000000004,4.501,8.671,5.078,5.952999999999999,4.733,7.056499999999999,6.5145,4.772,6.6370000000000005,7.0200000000000005,6.807500000000001,1.2735,,,36.1715,-86.7842,USA,1178679.0,8.59,4812.25,81.93,139.6,145.2,191.3,231.5,261.8,277.7,279.0,262.1,226.4,216.8,148.1,130.6,2510.1,"3.4
(38.1)","5.7
(42.2)","10.3
(50.5)","15.3
(59.5)","20.0
(68.0)","24.6
(76.2)","26.6
(79.9)","26.2
(79.2)","22.2
(72.0)","16.0
(60.8)","10.2
(50.3)","4.9
(40.9)","15.4
(59.8)",,,,,,,,
New Orleans,United States,5.339,4.991999999999999,4.7365,1.21,1.757,4.6274999999999995,8.671,2.088,5.8839999999999995,4.151999999999999,5.674,6.5145,4.346,6.453000000000001,7.1985,5.1240000000000006,1.0,,,30.0687,-89.9288,USA,918752.0,8.0,3405.25,72.93,153.0,161.5,219.4,251.9,278.9,274.3,257.1,251.9,228.7,242.6,171.8,157.8,2648.9,"11.6
(52.9)","13.4
(56.2)","16.8
(62.2)","20.3
(68.6)","24.6
(76.2)","27.2
(81.0)","28.2
(82.8)","28.2
(82.8)","26.2
(79.2)","21.6
(70.8)","16.8
(62.2)","12.9
(55.2)","20.7
(69.2)",,,,,,,,
New York,United States,1.0,2.342,10.0,10.0,6.675,5.5192499999999995,8.671,7.022,6.105333333333332,8.0935,5.233749999999999,6.5145,3.9205,7.0985,10.0,6.7125,5.7475,100.0,79.7,40.6943,-73.9249,USA,18832416.0,10.0,5944.31,69.77,162.7,163.1,212.5,225.6,256.6,257.3,268.2,268.2,219.3,211.2,151.0,139.0,2534.7,"0.6
(33.0)","2.1
(35.7)","6.1
(42.9)","11.9
(53.4)","17.1
(62.8)","22.1
(71.8)","24.9
(76.9)","24.3
(75.7)","20.2
(68.4)","14.1
(57.3)","8.9
(48.1)","3.3
(37.9)","12.9
(55.3)",70.0,High,35.0,40.0,6.5,100.0,80.0,170.48
Nice,France,6.4985,4.475,3.0974999999999997,2.603,6.46,6.051,8.088333333333333,7.234,8.329666666666665,4.4045000000000005,6.423,4.2045,2.648000000000001,6.4719999999999995,4.7795,6.467499999999999,5.5265,,,43.7034,7.2663,FRA,353701.0,11.41,2457.4,33.72,156.7,166.1,218.0,229.2,270.9,309.8,349.3,223.2,249.8,191.1,151.5,145.2,2760.5,,,,,,,,,,,,,,,,,,,,,
Nicosia,Cyprus,8.631,6.301,3.407,0.0,1.606,5.491250000000001,7.438666666666665,8.102500000000001,6.758666666666667,2.475,3.672,2.9955,7.507999999999999,2.6545,6.949,7.5055,1.7755,,,35.1725,33.365,CYP,330000.0,6.32,1449.65,31.45,182.9,200.1,238.7,267.0,331.7,369.0,387.5,365.8,312.0,275.9,213.0,170.5,3314.1,"10.6
(51.1)","10.6
(51.1)","13.1
(55.6)","17.1
(62.8)","22.3
(72.1)","26.9
(80.4)","29.7
(85.5)","29.4
(84.9)","26.2
(79.2)","22.3
(72.1)","16.3
(61.3)","12.0
(53.6)","19.7
(67.5)",,,,,,,,
Nizhny Novgorod,Russia,,,,,,,,,,,,,,,,,,52.2,45.5,56.3269,44.0075,RUS,1204985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Novi Sad,Serbia,,,,,,,,,,,,,,,,,,50.9,84.0,45.2542,19.8425,SRB,260438.0,5.39,613.42,23.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odessa (Odesa),Ukraine,,,,,,,,,,,,,,,,,,40.4,79.0,46.492,30.7081,UKR,1010537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma City,United States,7.261000000000001,6.394,4.1375,0.0,1.399,5.02725,8.671,4.6855,5.976666666666666,3.6245,7.61525,6.5145,4.204,7.689,5.376000000000001,6.022,4.129,,,35.4676,-97.5136,USA,1000207.0,8.0,3167.94,75.88,200.8,189.7,244.2,271.3,295.2,326.1,356.6,329.3,263.7,245.1,186.5,180.9,3089.4,"3.6
(38.4)","6.1
(42.9)","10.7
(51.3)","15.6
(60.1)","20.6
(69.0)","25.1
(77.1)","27.8
(82.1)","27.6
(81.6)","22.8
(73.1)","16.5
(61.7)","9.9
(49.9)","4.3
(39.7)","15.9
(60.6)",,,,,,,,
Omaha,United States,7.040500000000001,5.994000000000001,4.0120000000000005,0.0,1.4165,2.1277500000000003,8.671,5.5520000000000005,6.893999999999999,4.128,7.876000000000001,6.5145,4.204,6.3065,4.942,5.800999999999999,4.181,,,41.2627,-96.0529,USA,826161.0,9.0,3772.0,77.46,167.8,157.6,206.4,230.1,277.1,314.0,332.5,296.3,245.5,217.5,148.0,134.1,2726.9,"−4.6
(23.7)","−2.1
(28.3)","4.2
(39.5)","10.9
(51.7)","16.9
(62.5)","22.3
(72.2)","24.8
(76.7)","23.7
(74.6)","18.8
(65.9)","11.8
(53.3)","3.8
(38.9)","−3.3
(26.1)","10.6
(51.1)",,,,,,,,
Orlando,United States,5.778499999999999,5.284,6.5975,2.464,3.7734999999999994,4.33875,8.671,4.134,5.9673333333333325,3.6245,6.676,6.5145,4.772,4.886,5.9295,5.784000000000002,4.492999999999999,,,28.4773,-81.337,USA,1913597.0,9.0,5192.09,74.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osaka,Japan,7.8315,4.819,2.668,2.144,6.201499999999999,5.255000000000001,8.417666666666667,10.0,8.705333333333332,5.589499999999999,5.326750000000001,3.7235,6.0329999999999995,3.724,7.2265,7.189500000000001,5.1875,,,34.6939,135.5022,JPN,15126000.0,5.36,2322.46,32.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
Oslo,Norway,3.768,1.0380000000000005,5.2090000000000005,3.869,5.177,5.775250000000001,9.635333333333332,7.1065000000000005,7.909999999999998,5.144500000000001,8.42425,7.0735,4.752,7.9705,5.899,7.029999999999999,6.1895,114.7,60.0,59.9133,10.7389,NOR,709037.0,12.33,3645.72,50.07,40.0,76.0,126.0,178.0,220.0,250.0,246.0,216.0,144.0,86.0,51.0,35.0,1668.0,"−4.3
(24.3)","−4.0
(24.8)","−0.2
(31.6)","4.5
(40.1)","10.8
(51.4)","15.2
(59.4)","16.4
(61.5)","15.2
(59.4)","10.8
(51.4)","6.3
(43.3)","0.7
(33.3)","−3.1
(26.4)","5.7
(42.3)",50.0,Low,85.0,25.0,8.5,115.0,99.0,230.46
Ottawa,Canada,6.700499999999999,6.027,6.055,2.612,1.532,5.4052500000000006,8.966,8.4475,8.011333333333333,5.423500000000001,9.29225,5.8405000000000005,7.2745000000000015,6.267499999999999,6.0920000000000005,8.6295,5.318499999999999,110.8,44.5,45.4247,-75.695,CAN,1068821.0,8.89,3319.71,59.52,,,,,,,,,,,,,,"−10.2
(13.6)","−7.9
(17.8)","−2.2
(28.0)","6.5
(43.7)","13.5
(56.3)","18.7
(65.7)","21.2
(70.2)","19.9
(67.8)","15.3
(59.5)","8.4
(47.1)","2.0
(35.6)","−5.6
(21.9)","6.6
(43.9)",60.0,Medium,50.0,40.0,7.5,90.0,91.0,
Oulu,Finland,3.7445,0.0,2.3135000000000003,2.575,2.716,6.04075,9.450666666666669,8.458500000000003,7.7013333333333325,5.4544999999999995,8.933000000000002,3.921,4.8785,5.722999999999999,2.006,8.329000000000002,5.072,,,65.0142,25.4719,FIN,214814.0,10.01,2560.21,25.4,,,,,,,,,,,,,,"−9.6
(14.7)","−9.3
(15.3)","−4.8
(23.4)","1.4
(34.5)","7.8
(46.0)","13.5
(56.3)","16.5
(61.7)","14.1
(57.4)","8.9
(48.0)","3.3
(37.9)","−2.8
(27.0)","−7.1
(19.2)","2.7
(36.9)",,,,,,,,
Oxford,United Kingdom,3.65,4.941000000000001,4.551,3.843,7.926000000000001,5.95825,8.991999999999999,8.5685,7.970000000000001,6.638000000000001,7.553750000000001,5.438,5.9545,6.1545000000000005,5.495,8.258000000000001,2.6290000000000004,,,51.7519,-1.2578,GBR,108600.0,7.69,3300.5,35.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palo Alto,United States,0.5,0.0,8.2945,9.623,3.1505000000000005,2.2027499999999995,8.671,7.637,6.515,3.6245,6.726500000000001,6.5145,4.488,7.142,0.0,8.454,1.7500000000000002,,,37.3905,-122.1468,USA,67231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,Panama,3.1530000000000005,0.0,3.5589999999999993,0.0,2.002,0.0,6.208666666666667,6.976000000000001,6.593333333333334,0.0,4.38425,6.040500000000001,6.947500000000001,3.1900000000000004,5.5565,6.7855,4.8195,43.6,67.8,8.9711,-79.5347,PAN,880691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,Medium,30.0,125.0,5.8,60.0,65.0,
Paris,France,3.5835,3.664,9.2765,7.513000000000001,10.0,5.330500000000001,8.088333333333333,6.2465,8.207666666666666,7.085,4.36225,4.2045,2.648000000000001,9.716,9.8165,5.579,4.433,97.5,88.4,48.8567,2.3522,FRA,11060000.0,10.54,2752.34,31.36,63.0,79.0,129.0,166.0,194.0,202.0,212.0,212.0,168.0,118.0,68.0,51.0,1662.0,"4.9
(40.8)","5.6
(42.1)","8.8
(47.8)","11.4
(52.5)","15.1
(59.2)","18.2
(64.8)","20.4
(68.7)","20.2
(68.4)","16.9
(62.4)","12.9
(55.2)","8.1
(46.6)","5.4
(41.7)","12.3
(54.1)",60.0,High,45.0,65.0,6.9,95.0,80.0,154.54
Perth,Australia,5.233,4.795,5.127000000000001,3.102,2.1104999999999996,4.695,9.399666666666668,7.1045,8.059333333333331,5.143,8.132500000000002,6.0695000000000014,4.5885,4.1785,4.5115,7.470500000000001,5.6835,140.8,95.7,-31.9558,115.8597,AUS,2141834.0,9.48,4255.91,53.26,356.5,314.9,295.5,246.0,211.7,180.6,188.4,219.8,232.4,299.8,320.4,359.4,3229.5,"24.5
(76.1)","24.9
(76.8)","23.1
(73.6)","19.7
(67.5)","16.5
(61.7)","14.0
(57.2)","13.0
(55.4)","13.5
(56.3)","14.8
(58.6)","17.3
(63.1)","20.3
(68.5)","22.7
(72.9)","18.7
(65.7)",60.0,Low,60.0,50.0,7.7,110.0,89.0,
Philadelphia,United States,4.207,4.422000000000001,7.3625,5.215999999999999,3.5559999999999996,4.1315,8.671,3.1329999999999996,6.482666666666664,6.0285,5.1240000000000006,6.5145,3.7785,7.443,8.492,5.864500000000001,4.115,,,40.0077,-75.1339,USA,5696588.0,8.5,4897.71,67.55,155.7,154.7,202.8,217.0,245.1,271.2,275.6,260.1,219.3,204.5,154.7,137.7,2498.4,"0.5
(32.9)","2.0
(35.6)","6.4
(43.5)","12.2
(54.0)","17.7
(63.8)","22.9
(73.2)","25.6
(78.1)","24.7
(76.5)","20.6
(69.1)","14.2
(57.5)","8.7
(47.6)","3.0
(37.4)","13.2
(55.8)",,,,,,,,
Phnom Penh,Cambodia,8.552000000000001,8.001000000000001,1.4975000000000005,0.0,1.2395,4.68,1.0,6.684,2.984,0.0,2.4482500000000003,5.379999999999999,7.984000000000001,3.3949999999999996,5.407,6.030500000000001,3.4330000000000007,,,11.5696,104.921,KHM,2129371.0,6.53,303.77,35.25,,,,,,,,,,,,,,"26.6
(79.9)","28.0
(82.4)","29.4
(84.9)","30.2
(86.4)","30.0
(86.0)","29.2
(84.6)","28.7
(83.7)","28.5
(83.3)","28.2
(82.8)","27.2
(81.0)","27.1
(80.8)","26.3
(79.3)","28.3
(82.9)",80.0,Very High,10.0,225.0,2.5,30.0,35.0,33.02
Phoenix,United States,6.5329999999999995,6.208,6.508500000000001,4.558,3.3025,4.828500000000001,8.671,2.5829999999999997,6.126333333333331,4.590999999999999,4.625249999999999,6.5145,4.488,6.178,6.8100000000000005,5.5649999999999995,6.7355,148.8,53.8,33.5722,-112.0892,USA,4065338.0,10.0,5090.45,78.04,256.0,257.2,318.4,353.6,401.0,407.8,378.5,360.8,328.6,308.9,256.0,244.8,3871.6,"13.6
(56.5)","15.4
(59.8)","18.5
(65.3)","22.7
(72.8)","27.8
(82.1)","32.7
(90.9)","34.9
(94.8)","34.2
(93.6)","31.3
(88.4)","24.8
(76.7)","17.9
(64.2)","13.1
(55.5)","23.9
(75.0)",,,,,,,,
Phuket,Thailand,8.823,7.602000000000001,2.2445,0.0,1.8075,4.50425,5.6036666666666655,5.7285,6.653666666666665,1.187,3.62425,2.387,6.794500000000001,3.615,4.8134999999999994,5.156000000000001,4.6259999999999994,,,7.8881,98.3975,THA,79308.0,7.2,475.21,17.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh,United States,5.963500000000002,4.795,6.5075,3.5809999999999995,1.7379999999999998,4.308,8.671,4.791,6.399666666666666,6.5935,6.874250000000001,6.5145,3.7785,8.669500000000001,6.859,7.390000000000001,4.0685,,,40.4397,-79.9763,USA,1712828.0,8.75,4143.72,68.05,93.9,108.5,155.4,182.8,217.4,242.2,254.9,228.4,196.7,167.3,99.4,74.4,2021.3,"−1.9
(28.5)","−0.4
(31.3)","4.3
(39.8)","10.6
(51.1)","15.7
(60.2)","20.5
(68.9)","22.7
(72.8)","22.0
(71.6)","17.9
(64.3)","11.6
(52.9)","6.2
(43.1)","0.3
(32.5)","10.8
(51.4)",,,,,,,,
Porto,Portugal,8.109500000000002,7.422000000000001,4.313000000000001,1.886,3.1115,5.460000000000001,8.238666666666665,7.704500000000001,8.166666666666666,4.449,7.03875,3.483,4.1575,4.4945,5.625,9.5735,5.9485,61.0,96.6,41.1495,-8.6108,PRT,231800.0,7.38,1035.69,35.72,124.0,129.0,192.0,217.0,258.0,274.0,308.0,295.0,224.0,184.0,139.0,124.0,2468.0,"10.2
(50.4)","10.9
(51.6)","13.5
(56.3)","14.6
(58.3)","17.0
(62.6)","19.5
(67.1)","21.3
(70.3)","21.4
(70.5)","19.3
(66.7)","16.6
(61.9)","13.4
(56.1)","11.0
(51.8)","15.7
(60.3)",,,,,,,,231.43
